name,artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,sentiment_score,dominant_topic
Old School Lovin',chanté moore,0.5172064777327935,0.751,0.7632631499509471,0.1931464174454828,0.2349397590361446,1.02e-05,0.3697394789579158,0.4974772956609485,0.6913532804879545,0.1967770034843204,3
Dirty Creature,split enz,0.6204453441295547,0.644,0.6461147586345685,0.0386292834890965,0.1044176706827309,0.00206,0.2785571142284569,0.9505549949545912,0.4422414180767171,-0.1781185300207039,3
Tree of Life (Official Anthem Fairytale Festival),sephyx,0.4696356275303644,0.914,0.811838100269162,0.0868120456905503,0.0014457831325301,0.552,0.3677354709418837,0.1291624621594349,0.6128128922011503,0.0,2
Angela,cory morrow,0.5020242914979757,0.775,0.7949085603602244,0.0292834890965732,0.3674698795180723,2.05e-06,0.9128256513026052,0.6881937436932392,0.3858830070356032,0.0314484126984127,5
Pretty Mary K - Alternate Version,elliott smith,0.5131578947368421,0.401,0.7239956732825196,0.0282450674974039,0.5170682730923695,0.0,0.0723446893787575,0.1806256306760847,0.544157505937951,0.175,0
Lifetime Problems,dicks,0.4574898785425101,0.893,0.7365230297084496,0.0422637590861889,0.0003363453815261,0.0988,0.221442885771543,0.7265388496468214,0.5376983234742225,-0.3846153846153846,9
Never Give Up,anirudh ravichander,0.631578947368421,0.812,0.813800216335874,0.2149532710280373,0.0932730923694779,0.0,0.158316633266533,0.5701311806256306,0.572332623368341,0.0439583333333333,5
Make U Love Me,tujamo,0.7267206477732793,0.89,0.8501245189042337,0.1495327102803738,0.1395582329317269,0.00103,0.3416833667334669,0.3128153380423814,0.5107782497250759,0.4166666666666667,4
Back To Mars,beabadoobee,0.3481781376518218,0.3389999999999999,0.5731894448217745,0.037902388369678,0.7008032128514056,0.0006,0.1052104208416833,0.2169525731584258,0.4324749706679531,0.2583333333333333,5
The Great I Am,alexis spight,0.4807692307692307,0.872,0.85963323522753,0.2388369678089304,0.3765060240963855,0.0,0.4448897795591182,0.644803229061554,0.3946560485338065,0.8000000000000002,2
Space,audrey nuna,0.4605263157894737,0.216,0.6345433049078057,0.0722741433021806,0.9186746987951808,0.00899,0.0950901803607214,0.119071644803229,0.3225993712517324,-0.0342857142857142,8
Swimming,pinegrove,0.3512145748987854,0.339,0.7202726838226046,0.0307372793354101,0.6134538152610441,6.75e-06,0.1132264529058116,0.1705348133198789,0.5483805030803759,0.0954545454545454,8
The World as I See It,jason mraz,0.5799595141700404,0.747,0.7726460896033004,0.0328141225337487,0.1646586345381526,0.0,0.1442885771543086,0.4682139253279516,0.4865317869450929,0.1225988700564971,5
I'm Staying Out,caitlin cary,0.2793522267206478,0.406,0.7380323497597665,0.0295950155763239,0.5080321285140562,0.00037,0.1032064128256512,0.2381432896064581,0.3377007763283228,0.2599287808965229,4
Forever Young (feat. Bob Dylan) - Concert Version,band,0.2965587044534413,0.855,0.7704324201947023,0.0489096573208722,0.0383534136546184,0.00553,0.6513026052104208,0.5378405650857719,0.5246573158417582,0.1686274509803922,9
High School Was Like Boot Camp For A Desk Job,death stereo,0.3785425101214575,0.99,0.8482127135058989,0.1163032191069574,0.0012550200803212,4.22e-06,0.0926853707414829,0.177598385469223,0.4585079288508787,0.1902597402597402,2
Damascus Road,perrys,0.6487854251012146,0.862,0.8238623500113199,0.0362409138110072,0.2921686746987951,0.0,0.3306613226452906,0.7780020181634713,0.4661322170121784,0.0499999999999999,9
I Like It Both Ways,supernaut,0.5091093117408907,0.576,0.7772243604256283,0.0480789200415368,0.0142570281124498,0.00294,0.187374749498998,0.4581231079717457,0.4893770977012669,-0.6128703703703704,0
Wolves (Intro),dead prez,0.6548582995951417,0.596,0.7448997559932584,0.347871235721703,0.1606425702811245,0.0,0.2164328657314629,0.3824419778002018,0.3219738934561941,0.1038352272727272,7
Problems,floating points,0.7115384615384615,0.873,0.7108645888360627,0.0583592938733125,0.0189759036144578,0.57,0.3166332665330661,0.5388496468213926,0.5559802627006741,0.8,2
Just Because I'm a Woman,dolly parton,0.6032388663967612,0.272,0.707518929388977,0.0316718587746625,0.6676706827309238,0.0,0.2745490981963926,0.5509586276488396,0.429776831157788,-0.1270833333333333,4
The Real Thing,phoenix,0.4534412955465587,0.816,0.8349055417201218,0.0494288681204569,0.0006907630522088,0.00388,0.1593186372745491,0.3733602421796165,0.4906607580136788,0.0355218855218855,2
Jesus Make Up My Dying Bed,blind willie johnson,0.7054655870445343,0.28,0.6922244862022993,0.3032191069574247,0.995983935742972,3.46e-05,0.1172344689378757,0.5216952573158425,0.4823905516060062,0.2018518518518518,2
If I Could Feel That Old Feeling Again,anita ward,0.4342105263157895,0.296,0.5941941488692677,0.029491173416407,0.8142570281124498,0.0538,0.0934869739478957,0.3370332996972753,0.556671149938883,0.1089285714285714,4
Drifting Away - Lange's Sunset Mix,lange,0.5921052631578947,0.922,0.7391643397982542,0.0500519210799584,0.0027610441767068,0.863,0.1763527054108216,0.0407669021190716,0.5558330914546652,0.0559183673469387,4
Call On Me (with Tove Lo),sg lewistove lo,0.5293522267206477,0.908,0.823007068648907,0.082969885773624,0.00179718875502,0.00543,0.1683366733466934,0.3309788092835519,0.4946589101969233,0.1916666666666666,7
Star Spangled Banger (Intro),canibus,0.4078947368421052,0.551,0.5441853445023017,0.3831775700934579,0.1777108433734939,1.53e-06,0.1022044088176352,0.4692230070635722,0.759853319324811,0.069047619047619,3
Not Gon’ Do,andy mineo,0.938259109311741,0.537,0.8263527280959928,0.0579439252336448,0.0746987951807229,9.83e-05,0.1192384769539078,0.4349142280524722,0.4414728571253367,-0.0027410089910089,7
This Love Kills Me,gabriel dresden,0.6103238866396761,0.66,0.7185872764319674,0.0339563862928348,0.0130522088353413,0.186,0.1232464929859719,0.2916246215943491,0.5150911848511731,0.25,6
Stick Around,martin sexton,0.5253036437246964,0.495,0.7252282846577617,0.0665628245067497,0.6315261044176708,0.00062,0.0538076152304609,0.3461150353178606,0.3022774750319893,0.2964285714285714,3
Kill a Man,pecos rooftops,0.2722672064777328,0.35,0.6156768042663447,0.0316718587746625,0.0268072289156626,3.19e-05,0.1202404809619238,0.3208879919273461,0.3167002571408714,0.2777777777777778,0
Prologue: The Wise and The Wicked,jauz,0.2550607287449393,0.745,0.7491258521369457,0.1391484942886812,0.039859437751004,0.157,0.2685370741482966,0.2401614530776992,0.3234578701867848,-0.0292929292929293,9
We Call On Him,elvis presley,0.2591093117408907,0.234,0.5307775513797701,0.0355140186915887,0.9497991967871486,0.0077,0.1092184368737474,0.1402623612512613,0.5411323192144326,0.32,2
If I Say,mumford sons,0.4230769230769231,0.461,0.6894573994415516,0.0369678089304257,0.2700803212851406,0.0148,0.0925851703406813,0.0530776992936427,0.4086863739866647,0.3022058823529412,6
Those Were the Days - Official 1977 Rerecording,mary hopkin,0.3663967611336032,0.325,0.761502276557744,0.0313603322949117,0.8022088353413656,0.000481,0.0989979959919839,0.610494450050454,0.7242583182414672,0.2424747474747474,0
Goodbye - Demo,mudvayne,0.5465587044534413,0.604,0.7058083666641511,0.0500519210799584,0.6907630522088353,0.0199,0.1442885771543086,0.2674066599394551,0.4962614415423547,-0.1970238095238095,0
Beat A N*gga Block,ynw melly,0.7661943319838057,0.565,0.7637159459663422,0.5628245067497404,0.3775100401606426,0.0,0.4619238476953907,0.3208879919273461,0.6737172595078758,-0.038423645320197,7
If I Ain't Got You - Unplugged,alicia keys,0.5010121457489879,0.341,0.7080723467411265,0.0521287642782969,0.8323293172690763,0.0,0.7665330661322645,0.5247225025227044,0.4776361027418821,0.1217657342657342,5
Escape (Into The Sunset) [feat. Una] - Radio Mix,quintino,0.5738866396761133,0.803,0.7680929741151611,0.0890965732087227,0.0081726907630522,0.000101,0.3987975951903807,0.1735620585267406,0.5232673651850066,0.2480055658627087,8
In Tongues,dark sermon,0.4736842105263158,0.953,0.8519860136341911,0.0987538940809968,7.891566265060241e-05,0.744,0.4448897795591182,0.1493440968718466,0.4804977658587238,-0.0378787878787878,2
Winona Ryder,pærish,0.3491902834008097,0.887,0.773451060297336,0.0372793354101765,0.0022389558232931,0.016,0.344689378757515,0.2411705348133198,0.7155016291039314,-0.0499999999999999,5
Coming Home,sean harkness,0.7155870445344129,0.17,0.4766432722058713,0.0395638629283489,0.9658634538152612,0.785,0.1122244488977955,0.2230070635721493,0.5315457477730129,0.1165549504259181,4
Under The Radar,foals,0.6052631578947368,0.891,0.8583503131839106,0.0316718587746625,0.0151606425702811,0.86,0.0822645290581162,0.975782038345106,0.5437814016425946,0.01,4
Crash and Burn,4 strings,0.5657894736842106,0.818,0.7301084194903529,0.0639667705088265,0.0008232931726907,0.00748,0.6492985971943888,0.2815338042381433,0.5642259405673452,-0.1625,8
Allies,mutemath,0.5779352226720648,0.984,0.8823233466656605,0.0693665628245067,0.0006606425702811,0.000732,0.2945891783567134,0.7366296670030272,0.3884625919309276,0.1951515151515151,9
Hey #1,jennifer damiano,0.5161943319838057,0.127,0.6063441752823686,0.0384215991692627,0.8293172690763052,0.0,0.0990981963927855,0.3128153380423814,0.3733284821330019,0.2101851851851852,9
This Is The Carter,lil wayne,0.854251012145749,0.854,0.8560863331069353,0.2751817237798546,0.1706827309236948,0.0,0.0921843687374749,0.7840565085771948,0.3886997011606088,0.0775209137709137,7
NYC Ghosts & Flowers,sonic youth,0.3987854251012146,0.636,0.7554146856840993,0.044963655244029,0.8363453815261044,0.853,0.1362725450901803,0.0926337033299697,0.4292699079770903,0.1378333333333333,8
Pleasure Line,video age,0.6963562753036436,0.527,0.7275425754031142,0.0317757009345794,0.3835341365461848,0.00128,0.0717434869739478,0.5338042381432896,0.3713253179512127,0.1678571428571428,4
Luca Brasi (Freestyle),kevin gates,0.8795546558704455,0.675,0.860740069931829,0.3333333333333333,0.1144578313253012,0.0,0.3106212424849699,0.3743693239152371,0.314709357229583,-0.0412894137112887,7
Matrix,ww,0.5971659919028339,0.9,0.8477850728246925,0.1619937694704049,0.0157630522088353,0.46,0.2054108216432865,0.18970736629667,0.5632325346567845,0.0,5
Gestalt of Original Pain,kyle morton,0.4696356275303643,0.168,0.6307700047795135,0.0422637590861889,0.931726907630522,0.011,0.1983967935871743,0.4591321897073663,0.5848912363611092,0.000595238095238,0
Hurt You,weeknd,0.4898785425101214,0.716,0.7680678187809725,0.1734164070612668,0.3012048192771084,0.00214,0.1122244488977955,0.3683148335015136,0.7527441305245429,-0.121875,5
Brutal,black uhuru,0.7530364372469636,0.789,0.7285236334364702,0.0499480789200415,0.109437751004016,0.0,0.2665330661322645,0.9424823410696268,0.590005437159922,-0.2642857142857142,4
I Dreamed About Mama Last Night (Acetate Version 24) - 2019 - Remaster,hank williams,0.4939271255060729,0.213,0.6474983020149423,0.0327102803738317,0.9759036144578314,1.47e-05,0.1492985971943887,0.3451059535822401,0.4176229390915446,0.1927696078431372,3
Alone Again,weeknd,0.2206477732793522,0.652,0.7489497647976253,0.0665628245067497,0.0331325301204819,0.111,0.1723446893787575,0.060443995963673,0.2672588946621806,-0.1145833333333333,9
Old Fashioned,panic disco,0.5263157894736842,0.878,0.9045355067542072,0.0639667705088265,0.0133534136546184,0.0,0.0433867735470941,0.7901109989909182,0.6869340550175175,0.3045454545454545,0
Like a Virgin,mötley crüe,0.4898785425101214,0.836,0.7686967021356879,0.0437175493250259,7.981927710843374e-06,0.702,0.3677354709418837,0.686175580221998,0.5475710612273265,0.2014492753623188,6
What You Need,fall,0.6194331983805668,0.642,0.5817674137800921,0.0422637590861889,0.0311244979919678,0.5479999999999999,0.1072144288577154,0.7305751765893038,0.5322938682735587,-0.1628099173553719,5
Private Lily,moriarty,0.7176113360323886,0.465,0.7568233843986618,0.0348909657320872,0.8875502008032129,0.0539,0.1432865731462925,0.8415741675075681,0.4340611496527168,-0.0183982683982684,4
Let's Do It Again,j boog,0.638663967611336,0.696,0.8073604507835886,0.2191069574247144,0.5803212851405622,0.0,0.0785571142284569,0.9354187689202824,0.7094349032962272,0.4004924242424241,1
Invisible,otep,0.2530364372469635,0.758,0.7739038563127312,0.1111111111111111,0.002218875502008,0.112,0.3657314629258517,0.1160443995963673,0.6548711638383896,0.2031954887218045,8
The Mother We Share,chvrches,0.4686234817813765,0.717,0.8198374965411416,0.0341640706126687,0.0341365461847389,4.71e-06,0.1212424849699398,0.3128153380423814,0.7117732908717035,0.1385714285714286,6
Bass Drum Dealer (B.D.D),anna lunoe,0.7074898785425101,0.984,0.8515080622846074,0.0668743509865005,0.0102409638554216,0.809,0.6412825651302605,0.3814328960645812,0.5191506583869214,0.0049999999999999,4
Hippo Stomp,steppenwolf,0.3684210526315789,0.663,0.6308454707820794,0.0911734164070612,0.108433734939759,0.00526,0.2034068136272545,0.5469223007063573,0.6890966547158165,-0.0548701298701298,5
So Far From Me,brett dennen,0.6639676113360324,0.48,0.6720750635172188,0.0311526479750778,0.6224899598393575,0.00464,0.1242484969939879,0.4369323915237134,0.6212425341253327,0.2222222222222222,0
Miley Cyrus (Twerk),elephant man,0.5425101214574899,0.854,0.853294091011999,0.3520249221183801,0.3052208835341365,0.0,0.5280561122244488,0.6488395560040363,0.3941123325416065,0.0968671679197994,1
Okay,flyleaf,0.6892712550607288,0.817,0.8098508288682615,0.0314641744548286,0.1546184738955823,0.0,0.1432865731462925,0.4904137235116044,0.5048300785322122,0.2117647058823529,2
Losing My Religion,various artists,0.8208502024291499,0.431,0.6410836917968455,0.0306334371754932,0.6837349397590362,0.135,0.1082164328657314,0.3188698284561049,0.4332966767915033,0.05,0
A Different Age,current joys,0.6346153846153846,0.371,0.6818353331824013,0.0279335410176531,0.640562248995984,0.0672,0.0760521042084168,0.3642785065590312,0.5884069939046576,-0.0527272727272727,4
Take Me Back - ALTÉGO Remix,lewis thompson david guetta altégo,0.6032388663967612,0.761,0.7247000226398008,0.0560747663551401,0.002078313253012,0.000957,0.2284569138276553,0.0398587285570131,0.4984567459619889,0.0220588235294117,9
The Eternal Dogma,mark sheeky,0.2682186234817814,0.132,0.5838553065177472,0.0651090342679127,0.6676706827309238,0.00116,0.1332665330661322,0.0827447023208878,0.5680483048734123,0.5,2
By the Time That I Awoke,mark kozelek jimmy lavalle,0.7823886639676113,0.31,0.508842099967298,0.0500519210799584,0.1526104417670682,0.475,0.0786573146292585,0.0800201816347124,0.4293067007885926,-0.0096722243273967,0
Gonna Love You Tonite (feat. Kenny Lattimore),michael lington kenny lattimore,0.7773279352226721,0.483,0.7461575227026891,0.049221183800623,0.2118473895582329,5.16e-06,0.0365731462925851,0.5196770938446014,0.4170587826485101,0.0397978509585652,5
Day by Day,bonobokadhja bonet,0.6487854251012146,0.564,0.7132040349156038,0.0388369678089304,0.109437751004016,0.412,0.0970941883767535,0.325933400605449,0.4088621618638421,0.0206436420722135,5
"Everybody Needs Somebody to Love (Live At La Maison, Summer 1966)",13th floor elevators,0.2236842105263158,0.82,0.7075943953915428,0.061889927310488,0.3353413654618473,0.745,0.4539078156312623,0.5055499495459131,0.385547783641916,-0.1902343749999999,6
2 AM,arizona zervas,0.6811740890688259,0.487,0.7726460896033004,0.2481827622014537,0.2801204819277109,0.0,0.1442885771543086,0.1937436932391523,0.6549774541827296,-0.0843749999999999,7
Through Her Silvery Body,swallow sun,0.3380566801619433,0.67,0.8050461600382361,0.0364485981308411,0.023293172690763,0.0337,0.1282565130260521,0.1473259334006054,0.3596538205246655,0.1545454545454545,8
I'm Not For You,good old war,0.4402834008097166,0.7120000000000001,0.7867582320831132,0.0371754932502596,0.5552208835341365,0.0002299999999999,0.2394789579158316,0.6074672048435923,0.5280054616884631,0.2121212121212121,5
I Believe (In Everything),jj grey mofro mofro,0.48582995951417,0.389,0.7360953890272433,0.0355140186915887,0.0661646586345381,0.000315,0.1372745490981962,0.2785065590312815,0.5756685049445451,0.2097222222222222,5
Giant Heart,theangelcy,0.5303643724696356,0.181,0.5776670943073479,0.0495327102803738,0.9839357429718876,0.0002529999999999,0.1072144288577154,0.4268415741675075,0.6273828455560416,0.145,0
The New World,x,0.52834008097166,0.725,0.8015998792543959,0.0293873312564901,0.1154618473895582,0.0306,0.1092184368737474,0.7204843592330978,0.5123071954475028,0.2181818181818181,3
Tyrant - Live,judas priest,0.2449392712550607,0.98,0.8410685985963323,0.12668743509865,0.0001285140562248,0.0001629999999999,0.7314629258517034,0.17255297679112,0.4017161802520717,-0.1878787878787879,2
Feel Free - Stitch Mix,somegirl,0.5374493927125507,0.893,0.7361960103639977,0.0403946002076843,0.0047690763052208,0.0157,0.1713426853707415,0.0597376387487386,0.5395461402296688,0.2888888888888889,5
Teenage Hindsight,,0.4068825910931174,0.481,0.7516162302216185,0.0377985462097611,0.013152610441767,0.6629999999999999,0.1533066132264529,0.062159434914228,0.4475722876543765,0.0169191919191919,4
Kernkraft 400 (A Better Day),topica7s,0.6305668016194332,0.727,0.8088949261690941,0.0583592938733125,0.1847389558232931,2.02e-05,0.3096192384769539,0.4036326942482341,0.514997158777334,0.2577380952380952,5
By My Side,rides,0.4504048582995951,0.6,0.8036123059894851,0.0345794392523364,0.2831325301204819,0.0,0.2785571142284569,0.2260343087790111,0.5286391156643352,-0.1138888888888888,5
Flechette,knife,0.3269230769230768,0.96,0.8265791261036903,0.1173416407061266,3.2228915662650605e-05,0.00497,0.0813627254509017,0.2381432896064581,0.6670414082653008,-0.3222222222222222,8
Walking On Water,eliza doolittle,0.6751012145748988,0.686,0.7972480064397656,0.1163032191069574,0.2208835341365461,0.0,0.1062124248496993,0.5408678102926338,0.5144820594163025,-0.0274470899470899,3
Suicide Kiss (Because Dead),orion rigel dommisse,0.3694331983805668,0.1969999999999999,0.583402510502352,0.0372793354101765,0.8122489959839359,0.8170000000000001,0.1072144288577154,0.0731584258324924,0.3101797533246393,-0.0679999999999999,8
I Can't Make You Love Me,dave thomas junior,0.3694331983805668,0.158,0.5963575076094886,0.036552440290758,0.9568273092369478,0.0392,0.0962925851703406,0.0746720484359233,0.5050058664093896,0.0346938775510204,5
"Big, Little Woman",cyrkle,0.6589068825910931,0.606,0.6728045682086887,0.0850467289719626,0.5271084337349398,0.0,0.375751503006012,0.7759838546922301,0.521235584372049,-0.0512037037037037,3
Everybody Wants You,josh kelley,0.4838056680161943,0.705,0.7991346565039117,0.0278296988577362,0.0542168674698795,0.0,0.2705410821643286,0.4692230070635722,0.3912751979657663,0.0375,6
By My Side,robbie tucker,0.3704453441295546,0.614,0.841747792619425,0.0323987538940809,0.5652610441767068,0.0,0.1663326653306613,0.5186680121089808,0.552059784230601,0.0255580357142857,9
Higher Ground - Remastered,red hot chili peppers,0.4817813765182186,0.979,0.8608155359343949,0.1370716510903427,0.0014056224899598,0.00729,0.0945891783567134,0.4197780020181634,0.5739842117957754,0.1566666666666666,4
Veto,sohn,0.4645748987854251,0.448,0.7320956908912535,0.0650051921079958,0.6475903614457832,0.00219,0.1933867735470941,0.4389505549949545,0.3140838794340448,-0.2555194805194805,9
The Breath of Gloria,suspyre,0.1761133603238866,0.7040000000000001,0.7852740673659849,0.0487019730010384,0.1335341365461847,9.62e-05,0.2284569138276553,0.1079717457114026,0.6669065012897925,-0.08,2
In The Castle,screeching weasel,0.3542510121457489,0.937,0.7925439589464947,0.0638629283489096,0.0002138554216867,0.312,0.1803607214428857,0.554994954591322,0.7359052871270129,-0.1447619047619047,4
You Never Can Tell (C'est la Vie),emmylou harris,0.7064777327935222,0.665,0.6942872236057656,0.0321910695742471,0.0436746987951807,0.019,0.1543086172344689,0.9424823410696268,0.5741722639434536,0.1236111111111111,3
Key’s in the Conch Shell,kenny chesney,0.8441295546558704,0.623,0.7165496943626897,0.0288681204569055,0.3052208835341365,0.0105,0.2925851703406813,0.7891019172552977,0.4576167251944908,0.148735119047619,3
Work 4 It,roger sanchez,0.7965587044534413,0.839,0.7635147032928332,0.0376947040498442,0.0017871485943775,0.00464,0.220440881763527,0.656912209889001,0.498796057445843,-0.0452380952380952,4
Immovable Stone,sylosis,0.5192307692307693,0.982,0.8562875757804442,0.0796469366562824,0.0001897590361445,0.000382,0.3016032064128256,0.3582240161453077,0.5109376852415857,-0.0124999999999999,2
Fraggle Rock Theme,little apple band,0.8603238866396761,0.443,0.7302090408271074,0.1692627206645898,0.5381526104417671,0.000399,0.0885771543086172,0.7295660948536831,0.4704819449497778,0.1,6
Taking care - Live at Bliss Experience,moses bliss,0.374493927125506,0.814,0.8037380826604281,0.1183800623052959,0.1947791164658634,0.0,0.1102204408817635,0.3935418768920282,0.3470706789908958,0.1586363636363636,2
Like This,rex evans,0.6082995951417004,0.523,0.7267879153774558,0.12668743509865,0.2399598393574297,3.05e-05,0.4649298597194387,0.3491422805247224,0.3066272029695887,0.01,5
Across The Divide,also trees,0.2732793522267207,0.544,0.7225115085653913,0.0319833852544132,0.0061947791164658,0.415,0.1102204408817635,0.1261352169525731,0.5725574683275215,0.114981684981685,8
Night Owls Early Birds,foxes,0.6406882591093117,0.7859999999999999,0.7778783991145323,0.0273104880581516,0.0312248995983935,0.00709,0.0895791583166332,0.5358224016145308,0.4456713257267602,0.0389204545454545,8
Katherine Kiss Me,franz ferdinand,0.5799595141700404,0.213,0.4858752798530928,0.042159916926272,0.9327309236947792,0.00211,0.1182364729458917,0.3602421796165489,0.6034061967270751,-0.0491666666666666,5
Bleed in Silence,wumpscut,0.2702429149797571,0.785,0.7834125726360275,0.0639667705088265,0.5481927710843374,0.108,0.0816633266533066,0.1705348133198789,0.543912220527936,-0.0499999999999999,8
Children Of The Night,eva o halo experience,0.3491902834008097,0.728,0.7944054536764521,0.0441329179646936,0.0004497991967871,0.0069,0.1142284569138276,0.0871846619576185,0.6348027292089955,0.2556122448979591,2
"Wake and Bake (feat. Krizz Kaliko, ¡MAYDAY!)",tech n9ne collabos,0.5971659919028339,0.852,0.8389052398561115,0.3509865005192108,0.1034136546184738,0.0,0.4759519038076151,0.4016145307769929,0.7363754174962084,0.1829166666666666,7
Better Be Good to Me,tina turner,0.757085020242915,0.722,0.7855256207078711,0.0360332294911734,0.0345381526104417,0.0164,0.0858717434869739,0.8425832492431886,0.4933425451631761,0.5102637953444402,5
Mysteries and Mayhem,kansas,0.2449392712550607,0.936,0.7472392020727995,0.1744548286604361,0.0071385542168673,0.000769,0.1172344689378756,0.686175580221998,0.7809928335779375,-0.1864087301587301,4
I'll Take the Old Highway (feat. Caroline Carr),carr family,0.5799595141700404,0.484,0.8504515382486857,0.0295950155763239,0.7289156626506024,0.0,0.0782565130260521,0.7527749747729566,0.5828717198186524,0.0427609427609427,3
Yeh Yeh,various artists,0.6103238866396761,0.575,0.7674892460946343,0.05067497403946,0.4146586345381526,0.0,0.1052104208416833,0.6710393541876892,0.3641875125197761,0.1925438596491228,5
Do Policemen Sing?,robyn hitchcock,0.6609311740890689,0.545,0.7894750081754837,0.0412253374870197,0.0134538152610441,0.0005,0.0632264529058116,0.5257315842583249,0.4547346216268146,0.183562271062271,0
Death Conspiracy,death stereo,0.3471659919028339,0.941,0.8195859431992554,0.2076843198338525,0.0003694779116465,0.159,0.0445891783567134,0.6881937436932392,0.3720529980009239,0.2078431372549019,8
Annabel,alesana,0.3188259109311741,0.955,0.8054738007194425,0.146417445482866,0.0014257028112449,0.000229,0.4198396793587173,0.2512613521695257,0.5800018805214768,0.0304964539007092,0
Cat's In the Cradle,harry chapin,0.5192307692307693,0.491,0.6653082786204815,0.0483904465212876,0.4558232931726907,0.0,0.1452905811623246,0.4793138244197779,0.3144272790080658,0.2443573667711598,3
Look My Way,sprung monkey,0.5404858299595142,0.921,0.8146806530324755,0.046417445482866,0.0015361445783132,0.0,0.251503006012024,0.6609485368314834,0.433263972070168,-0.0081252081252081,4
No Roads,flatliners,0.3785425101214575,0.87,0.8006439765552286,0.0665628245067497,5.732931726907631e-05,0.0279,0.157314629258517,0.4248234106962664,0.3390948150752413,-0.0477477477477477,4
I Should Care,barry manilow,0.2226720647773279,0.163,0.5301486680250547,0.0334371754932502,0.9066265060240964,0.0112,0.2064128256513025,0.0634712411705348,0.30479573857481,0.3125,9
Say It Isn't So,stacey kent david newton jim tomlinson dave chamberlain matt home,0.5020242914979757,0.0679,0.5500213820340603,0.0403946002076843,0.964859437751004,5.290000000000001e-05,0.0990981963927855,0.1513622603430877,0.4936818566470302,0.1972727272727272,5
Again,etta james,0.2186234817813765,0.292,0.6940105149296909,0.0349948078920041,0.7951807228915664,0.0,0.312625250501002,0.3077699293642785,0.2274204559855772,-0.0333333333333333,0
"Save The World, Get The Girl",king blues,0.631578947368421,0.787,0.7972480064397656,0.0299065420560747,0.0019879518072289,0.0,0.3306613226452906,0.6639757820383451,0.4045410505574111,0.0619389382547277,9
Goddamn Trouble,overkill,0.4129554655870445,0.99,0.8337987070158227,0.0767393561786085,1.1746987951807229e-05,0.00121,0.0691382765531062,0.4460141271442986,0.4809065748754154,-0.0080994897959183,9
Naturally,shawn mcdonald,0.6376518218623481,0.573,0.705883832666717,0.0431983385254413,0.3002008032128514,0.0,0.1372745490981962,0.3521695257315842,0.4497307992625086,0.2386554621848739,4
Hope With the Jet Set,dead kennedys,0.3238866396761133,0.979,0.7893743868387292,0.1079958463136033,0.0002098393574297,4.05e-06,0.1172344689378757,0.6094853683148335,0.6133198153818481,0.122063492063492,3
Another Fall from Grace,mission,0.3218623481781376,0.642,0.7532764822780671,0.0341640706126687,0.0256024096385542,0.0279,0.2484969939879759,0.5116044399596367,0.7032128300621798,-0.0468855218855218,2
Rock And Roll Machine,client,0.6983805668016194,0.616,0.8012477045757553,0.039356178608515,0.055722891566265,2.34e-06,0.3927855711422845,0.8577194752774974,0.4905462914890051,-0.475,1
Love You That Much,mary mary,0.7378542510121459,0.728,0.8122657409503685,0.2772585669781932,0.0276104417670682,1.97e-06,0.1312625250501002,0.5580221997981836,0.3296881196011659,0.2286976911976911,5
Single,jenn hateeck,0.6356275303643725,0.546,0.6871179533620104,0.0707165109034267,0.0390562248995983,0.046,0.1152304609218436,0.6932391523713421,0.6538818460179956,-0.1467049319727891,5
Ready or Not Here I Come - Radio Edit,ghot,0.618421052631579,0.896,0.8271576987900284,0.0884735202492211,0.0039759036144578,0.000244,0.3416833667334669,0.1251261352169525,0.5233981840703479,0.1999999999999999,9
The Poltergeist,count raven,0.430161943319838,0.959,0.8275853394712349,0.0541017653167185,9.769076305220884e-06,0.00327,0.0743486973947895,0.4732593340060544,0.519220155919759,-0.0133333333333333,9
Head and Heart,america,0.7793522267206477,0.291,0.5396322290141624,0.0400830737279335,0.9427710843373494,0.0687,0.0780561122244488,0.56912209889001,0.4769084226921709,0.3939393939393939,6
EVERYONE IS STARING,holy wars,0.3684210526315789,0.933,0.8645133700601213,0.1048805815160955,0.0165662650602409,0.0544,0.1212424849699398,0.1705348133198789,0.7110783155433277,-0.3356643356643357,0
Red Sangria,jordin sparks,0.8309716599190283,0.851,0.8250194953839962,0.1609553478712357,0.1817269076305221,0.0,0.0513026052104208,0.6266397578203834,0.4334969932096822,0.0852564102564102,4
Standing At The Threshold,deer tick,0.5050607287449392,0.588,0.8549040324000704,0.0308411214953271,0.0046887550200803,0.0,0.1022044088176352,0.656912209889001,0.2452854100150033,0.0081632653061224,0
Over The Mountain,stryper,0.5536437246963564,0.978,0.8355344250748371,0.0845275181723779,0.0001907630522088,2.57e-05,0.5090180360721442,0.3864783047426841,0.5394071451639938,0.29,8
Oh My Sweet Carolina (Sprint's Live on the Riverfront 2018) [Bonus Track] [Live],kenny mehler,0.4483805668016193,0.356,0.7110406761753829,0.0608515057113187,0.3182730923694779,7.8e-05,0.2555110220440881,0.3229061553985873,0.6023228528328421,0.2653846153846154,3
Back To Caroline,jamey johnson,0.5597165991902834,0.7,0.8491183055366891,0.0345794392523364,0.178714859437751,2.75e-05,0.1062124248496993,0.4228052472250252,0.5674473556188756,0.0249999999999999,0
